review,clean_review,sentiment
"""Toi le Venin"" is Robert Hossein's masterpiece,and one of the great thrillers of the fifties.Based on a Frederic Dard novel,a writer the director often worked with (see also ""le Monte-Charge"" which Hossein did not direct but in which he was the lead too),the screenplay grabs you from the first pictures on a desert road by night where a beautiful blonde might be the fieriest of the criminals to the mysterious house where he finds his femme fatale ..and her sister.Then begins a cat and mouse play .One of the sisters is in a wheelchair .But is she really disabled?Which one is the criminal who tried to kill the hero on that night? <br /><br />The two actresses,Marina Vlady and the late Odile Versois were sisters.<br /><br />Turn off all the lights before watching.Highly suspenseful.",toi le venin robert hossein masterpiece one great thriller frederic dard novel writer director often work see also le hossein not direct lead screenplay grab first picture desert road night beautiful blonde might fieriest criminal mysterious house find femme fatale begin cat mouse play sister wheelchair really disabled one criminal try kill hero night two actress marina vlady late odile versois sister turn light suspenseful,positive
"This is a quirky movie that the Brits do so well. Low budget, cameo type roles, well executed. The story is a little weak, a recently widowed Judi Dench decides to round up the ""blonde bombshells' a all (well almost all) girl band who performed during the war in London. The obligatory son/daughter who thinks she's gone potty. I did like the way the movie lets young people see that they don't have a monopoly on feelings, love and even lust! That the ""old wrinklies"" can have a good laugh too. Judi Dench was superb as always, a pity we didn't get to see more of the other ""blonde bombeshells, the end was a little rushed I thought. I kept thinking as I watched that David Jason would have made an even better Patrick than Ian Holm, although he was quite adequate as the ""transvestite"" drummer. All in all a cheery movie well worth a night in with the girls :)",quirky movie brit well low budget cameo type role well execute story little weak recently widow judi dench decides round blonde bombshell well almost girl band perform war london obligatory think go potty like way movie let young people see not monopoly feeling love even lust old wrinklies good laugh judi dench superb always pity not get see blonde bombeshells end little rushed thought keep think watch david jason would make even well patrick ian holm although quite adequate transvestite drummer cheery movie well worth night girl,positive
"This movie was beyond awful, it was a pimple on the a*s of the movie industry. I know that every movie can't be a hit or for that matter even average, but the responsible parties that got together for this epic dud, should have been able to see that they had a ticking time bomb on their hands. I can't help but think that the cast would get together in between scenes and console each other for being in such a massive heap of dung. I can hear it now, ""You getting' paid?"" ""Nope, you?"" I understand that this flick was more than likely made on a shoe string budget but even with that taken into account, it still could've been better. You wait for the appearance of a monster/creature and when you finally see it, it's a big yawn.I'm so mad at myself for spending a 1.07 on this stinker!!!",movie beyond awful pimple movie industry know every movie ca not hit matter even average responsible party get together epic dud able see tick time bomb hand ca not help think cast would get together scene console massive heap dung hear get pay nope understand flick likely make shoe string budget even take account still could better wait appearance finally see big mad spending stinker,negative
"DO NOT WATCH THIS SAD EXCUSE FOR A FILM. I have wasted time and money on this and am pretty p**sed off about it.<br /><br />The acting is comparable with high school plays. The script is shocking. There is no plot. Twenty minutes from the end (which I believe I should be rewarded for reaching) I had a headache from all the screaming, crying and wailing the five girls make.<br /><br />The majority of the violence is (rare for a film nowadays) suggested rather than graphically depicted but I found the characters so damn irritating that I wanted to see them, and indeed every single person involved in the making of this piece of s**t, die in the most horrible ways possible.<br /><br />I spend ten more minutes of my life saving you from a very poor 100 minutes of yours. Don't do it.",not watch sad excuse film waste time money pretty p sed act comparable high school play script shock no plot twenty minute end believe reward reach headache scream cry wail five girl make majority violence rare film nowadays suggest rather graphically depict find character damn irritate want see indeed every single person involve make piece die horrible way possible spend ten minute life save poor minute not,negative
"One of the weaker Carry On adventures sees Sid James as the head of a crime gang stealing contraceptive pills. The fourth of the series to be hospital-based, it's possibly the least of the genre. There's a curiously flat feel throughout, with all seemingly squandered on below-par material. This is far from the late-70s nadir, but Williams, James, Bresslaw, Maynard et al. are all class performers yet not given the backing of a script equal to their ability.<br /><br />Most of the gags are onrunning, rather than episodic as Carry Ons usually are. So that instead of the traditional hit and miss ratio, if you don't find the joke funny in the first place you're stuck with it for most of the film. These continuous plot strands include Williams  for no good reason  worrying that he's changing sex, and Kenneth Cope in drag. Like the stagy physical pratt falls, the whole thing feels more contrived than in other movies, and lacking in cast interest. Continuing this theme, Matron lacks the customary pun and innuendo format, largely opting for characterisation and consequence to provide the humour. In fact, the somewhat puerile series of laboured misunderstandings and forced circumstance reminds one more of Terry and June ... so it's appropriate that Terry Scott is present, mugging futilely throughout.<br /><br />Some dialogue exchanges have a bit of the old magic, such as this between Scott and Cope: ""What about a little drink?"" ""Oh, no, no, I never touch it."" ""Oh. Cigarette then?"" ""No, I never touch them."" ""That leaves only one thing to offer you."" ""I never touch that either."" That said, while a funny man in his own right (livening up the duller episodes of Randall and Hopkirk (Deceased) no end), you do feel that Cope isn't quite tapped in to the self-parodying Carry On idealology and that Bernard Bresslaw dressed as a nurse would be far funnier. This does actually happen, in part, though only for the last fifteen minutes.<br /><br />Williams attempting to seduce Hattie Jacques while Charles Hawtrey is hiding in a cupboard is pure drawer room farce, but lacks the irony to carry it off. That said, Williams's description of premarital relations is priceless: ""You don't just go into the shop and buy enough for the whole room, you tear yourself off a little strip and try it first!"" ""That may be so,"" counters Jacques, ""but you're not going to stick me up against a wall."" Williams really comes to life in his scenes with Hattie, and you can never get bored of hearing a tin whistle whenever someone accidentally flashes their knickers.<br /><br />Carry On Matron is not a bad film by any means, just a crushingly bog-standard one.",one weak carry adventure see sid james head crime gang steal contraceptive pill fourth series possibly least genre curiously flat feel throughout seemingly squander material far nadir williams james bresslaw maynard et al class performer yet not give back script equal ability gag onrunning rather episodic carry ons usually instead traditional hit miss ratio not find joke funny first place stuck film continuous plot strand include williams no good reason worry change sex kenneth cope drag like stagy physical pratt fall whole thing feel contrive movie lack cast interest continue theme matron lack customary pun innuendo format largely opt characterisation consequence provide humour fact somewhat puerile series labour misunderstanding force circumstance remind one terry june appropriate terry scott present mugging futilely throughout dialogue exchange bite old magic scott cope little drink oh no no never touch oh cigarette no never touch leave one thing offer never touch either say funny man right liven duller episode randall hopkirk decease no end feel cope not quite tapped carry idealology bernard bresslaw dress nurse would far funnier actually happen part though last fifteen minute williams attempt seduce hattie jacques charles hawtrey hide cupboard pure drawer room farce lack irony carry say williams description premarital relation priceless not go shop buy enough whole room tear little strip try first may counter jacques not go stick wall williams really come life scene hattie never get bored hearing tin whistle whenever someone accidentally flash knickers carry matron not bad film mean crushingly one,negative
"This is one of the worst movies i have seen to date, the best part was Christian J. Meoli ""Leonard"" attempting to act jumping up and down outside the bar, kind-of like i wanted to do on the DVD, to spare the rest of humanity the agony of watching this shitty film. It has a great cast so you keep watching waiting for it to get good, i mean with Sean Astin ""Andrew"" (played his part perfectly, did a great job, too bad it was in this film), Kyra Sedgwick ""Bevan"", Ron Livingston ""Chad"", Renée Zellweger ""Poet"" (they put her name on the cover she has a total of 1 line and less then 4 seconds in the whole movie...<br /><br />If the cast had any dignity, they would go out and buy all the copies of this film and burn them along with Writer / Director George Hickenlooper and Writer John Enbom",one bad movie see date best part christian meoli leonard attempt act jump outside bar like want dvd spare rest humanity agony watch shitty film great cast keep watch wait get good mean sean astin andrew played part perfectly great job bad film kyra sedgwick bevan ron livingston chad renée zellweger poet put name cover total line less seconds whole movie cast dignity would go buy copy film burn along writer director george hickenlooper writer john enbom,negative
"This movie is not only about feelings and human emotions, it is also about everything that could be but it's not. Poetry in movies can be awfully boring and annoying, but this movie is delightful to be watched. Not to mention the amazing Irène Jacob, a great actress in France - one of the best, actually. When the movie ends, you can only feel sorry. After all, when something is truly great, we want more (Well, for another great movie by K Kieslowsky with Irène Jacob we can always watch La double vie de Veronique)",movie not feeling human emotion also everything could not poetry movie awfully bore annoy movie delightful watch not mention amaze irène jacob great actress france one best actually movie end feel sorry something truly great want well another great movie k kieslowsky irène jacob always watch la double vie de veronique,positive
"Halloween is not only the godfather of all slasher movies but the greatest horror movie ever! John Carpenter and Debra Hill created the most suspenseful, creepy, and terrifying movie of all time with this classic chiller. Michael Myers is such a phenomenal monster in this movie that he inspired scores of imitators, such as Jason Vorhees (Friday the 13th), The Miner (My Bloody Valentine), and Charlie Puckett (The Night Brings Charlie). Okay, so I got a little obscure there, but it just goes to show you the impact that this movie had on the entire horror genre. No longer did a monster have to come from King Tut's tomb or from Dr. Frankenstein's lab. He could be created in the cozy little neighborhoods of suburbia. And on The Night He Came Home...Haddonfield, Illinois and the viewers would never be the same. There are many aspects of this movie that make it the crowning jewel of horror movies. First is the setting...it takes place in what appears to be a normal suburban neighborhood. Many of us who grew up in an area such as this can easily identify with the characters. This is the type of neighborhood where you feel safe, but if trouble starts to brew, nobody wants to lift a finger to get involved (especially when a heavy-breathing madman is trying to skewer our young heroine.) Along with the setting, the movie takes place on Halloween!! The scariest night of the year! While most people are carving jack-o-lanterns, Michael Myers is looking to carve up some teenie-boppers. Besides the setting, there is some great acting. Jamie Lee Curtis does a serviceable job as our heroine, Laurie Strode, a goody-two-shoes high-schooler who can never seem to find a date. However, it is Donald Pleasance, as Dr. Sam Loomis, who really steals the show. His portrayal of the good doctor, who knows just what type of evil hides behind the black eyes of Michael Myers and feels compelled to send him to Hell once and for all, is the stuff of horror legend. However, it is the synthesizer score that really drives this picture as it seems to almost put the viewer into the film. Once you hear it, you will never forget it. I also enjoy the grainy feel to this picture. Nowadays, they seem to sharpen up the image of every movie, giving us every possible detail of the monster we are supposed to be afraid of. In Halloween, John Carpenter never really lets us get a complete look at Michael Myers. He always seems like he is a part of the shadows, and, I think that is what makes him so terrifying. There are many scenes where Michael is partly visible as he spies on the young teens (unbeknownst to them), which adds to his creepiness. If you think about, some wacko could be watching you right now and you wouldn't even know it. Unfortunately for our teenagers (and fortunately for us horror fans), when they find Michael, he's not looking for candy on this Halloween night..he's looking for blood. Finally, Michael Myers, himself, is a key element to this movie's effectiveness. His relentless pursuit of Laurie Strode makes him seem like the killer who will never stop. He is the bogeyman that will haunt you for the rest of your life. So,if you have not seen this movie (if there are still some of you out there who haven't, or even if you have), grab some popcorn, turn off every light, pop this into the old DVD and watch in fright. Trick or Treat!",halloween not godfather slasher movie great horror movie ever john carpenter debra hill create suspenseful creepy terrify movie time classic chiller michael myers phenomenal monster movie inspire score imitator jason vorhees friday miner bloody valentine charlie puckett night bring charlie okay get little obscure go show impact movie entire horror genre no longer monster come king tut tomb frankenstein lab could create cozy little neighborhood suburbia night come home haddonfield illinois viewer would never many aspect movie make crown jewel horror movie first set take place appear normal suburban neighborhood many u grow area easily identify character type neighborhood feel safe trouble start brew nobody want lift finger get involve especially madman try skewer young heroine along set movie take place halloween scariest night year people carve michael myers look carve besides set great act jamie lee curtis serviceable job heroine laurie strode never seem find date however donald pleasance sam loomis really steal show portrayal good doctor know type evil hide behind black eye michael myers feel compel send hell stuff horror legend however synthesizer score really drive picture seem almost put viewer film hear never forget also enjoy grainy feel picture nowadays seem sharpen image every movie give u every possible detail monster suppose afraid halloween john carpenter never really let u get complete look michael myers always seem like part shadow think make terrify many scene michael partly visible spy young teen unbeknownst add creepiness think wacko could watch right would not even know unfortunately teenager fortunately u horror fan find michael not look candy halloween night look blood finally michael myers key element movie effectiveness relentless pursuit laurie strode make seem like killer never stop bogeyman haunt rest life not see movie still not even grab popcorn turn every light pop old dvd watch fright trick treat,positive
"Horrible film with bits of the Ramones strewn about. Your worse than average 1970's/80's comedy format of the cool kids taking over the school with some whimsical plan. This movie is terrible. The plot consists of a girl who enjoys the Ramones and a school bent on fighting against their oppressive administration. Forget this movie and watch something like Wild Zero starring Guitar Wolf if you want an entertaining B movie. Terrible acting, terrible writing, terrible plot with the stamp of approval of the Ramones who probably needed some money quick so they said yes to this movie. That is the only logical thing I can think of because this movie blows.",horrible film bit ramones strew bad average comedy format cool kid take school whimsical plan movie terrible plot consist girl enjoys ramones school bent fight oppressive administration forget movie watch something like wild zero star guitar wolf want entertain b movie terrible act terrible write terrible plot stamp approval ramones probably need money quick say yes movie logical thing think movie blow,negative
"Back when I was a kid and I lived with my sister, she bought every horror movie she could find and this was one of them. VCR'S had just became a household item and we didn't have but about 150 movies and we watched the hell out of all of them.<br /><br />I was at a yard sale the other day and I saw this VHS copy of BLOOD LEGACY and I buy any horror movie I don't have and I knew this movie looked familiar. I thought for a second and realized it was one that my sister had bought. She had sold it years ago in a yard sale I am guessing - who knows.<br /><br />I didn't recall anything at all about it and I watched it the night I bought it and it refreshed my memory because of a few scenes. I am not sure how I felt about it as a kid but I am sure I enjoyed it because it was new to me and I'd watch and enjoy anything back then.<br /><br />I am a horror freak, but there are certain requirements in order for me to consider it ""good"" and this one fell very short. It was one of those talk talk talk and bore me to death types. What death scenes you see are done using the shadow on the wall followed by blood splatter and thats if you're lucky you get that much.<br /><br />The story is good and I have seen a few with similar plots, so I think this one should be buried and forgotten. Don't watch this people unless you're hard up.",back kid live sister buy every horror movie could find one vcr become household item not movie watch hell yard sale day saw vhs copy blood legacy buy horror movie not know movie look familiar thought second realize one sister buy sell year ago yard sale guess know not recall anything watch night buy refreshed memory scene not sure felt kid sure enjoy new watch enjoy anything back horror freak certain requirement order consider good one fell short one talk talk talk bore death type death scene see do use shadow wall follow blood splatter thats lucky get much story good see similar plot think one bury forget not watch people unless hard,negative
"Why bother to see this movie? It probably rates an award for being the worst career move of a major movie star since Clark Gable's laughable playing of an Irish patriot in Parnell.<br /><br />It's inconceivable that Bergman would choose both this movie and its director over a lucrative Hollywood career where she could choose among the finest scripts and directors being offered at that time. To begin with, there was no script to work with except a few notes. Then we are supposed to believe the polished Bergman as a poor refugee willing to do anything to be released from a refugee camp, including marriage to a poor Italian fisherman she doesn't even love. I read where Anna Magnani was the original choice for this part. If so, that made a lot more sense than to cast the luminous Bergman in such a proletarian part. But since she was in love with her director, common sense flew out the window.<br /><br />So she goes to live in this poor village where the men must toil to extract a meager living from the sea. A place she obviously hates to be and where she doesn't fit in.<br /><br />Her only friend is the village priest who knows she's not suited to the life of a poor fisherman's bride, but tells her that for the sake of love she must repress her true feelings of revulsion, and accept the poverty and despair she encounters each day. On top of all of this, there's this volcano always on the brink of erupting and drowning them all in hot lava. But like a true heroine, Bergman revolts against her misery by declaring war on just about everyone else in this dreary film. She even goes as far as trying to seduce the village priest, in a scene that would generate laughter if it were not so pathetic. Since her poor slob of a husband must lock her in a room to keep her from running away, she's forced to use her body to bribe a married man to take her off the island. To her, no sacrifice is too great; no man unapproachable if he is willing to help her to escape the island and her misery. I won't bother to tell you how this all ends. The no-script movie ending is as plausible as the rest of STROMBOLI. I even remember (from seeing it on late night TV) that it had two different endings! So be warned if you should feel brave enough to sit through this king-size turkey and catch the miscast Bergman. It led to her downfall in Hollywood for the next seven years and she was condemned for sleeping with her director while still married to Peter Lindstrom. None of the movies she made with this director(whom she later married) are noteworthy except as proof of a career gone berserk. I kid you not. It's pretty embarrassing.<br /><br />- - SoundTrack",bother see movie probably rate award bad career move major movie star since clark gable laughable play irish patriot parnell inconceivable bergman would choose movie director lucrative hollywood career could choose among fine script director offer time begin no script work except note suppose believe polish bergman poor refugee willing anything release refugee camp include marriage poor italian fisherman not even love read anna magnani original choice part make lot sense cast luminous bergman proletarian part since love director common sense fly window go live poor village men must toil extract meager live sea place obviously hat not fit friend village priest know not suit life poor fisherman bride tell sake love must repress true feeling revulsion accept poverty despair encounter day top volcano always brink erupt drown hot lava like true heroine bergman revolt misery declare war everyone else dreary film even go far try seduce village priest scene would generate laughter not pathetic since poor slob husband must lock room keep run away force use body bribe marry man take island no sacrifice great no man unapproachable willing help escape island misery wo not bother tell end movie end plausible rest stromboli even remember see late night tv two different ending warn feel brave enough sit turkey catch miscast bergman lead downfall hollywood next seven year condemn sleep director still marry peter lindstrom none movie make director later marry noteworthy except proof career go berserk kid not pretty embarrass soundtrack,negative
"About the only thing I liked about this film is that there was JUST enough in it to keep me in my seat to the end... I kept thinking that maybe in the NEXT scene things would gel... Alas...<br /><br />Those who like Gus Van Sant's films - especially his later ones - will probably like this. Personally, I find van Sant's films to be dull, pretentious and facile. Well, he was an executive producer for this film, so it is no surprise that the film could almost have been made by him - although personally I actually liked this better than van Sant's latest efforts (e.g. Elephant).<br /><br />Contrary to many here, I did not think the film was difficult to understand or disjointed, I thought that above all it is a film that wishes to portray a certain mood - the mood of an adolescent moving slowly into the adult world - but so slowly that the changes are barely visible if at all. But I feel that the problem with the film is that ""mood"" is not enough... and not only that, but that the mood painted here is, to my mind, incorrectly chosen for the story that is supposedly happening. The dream-like quality, so closely linked to nature, is beautifully captured here, but it is a mood which belongs much more to a much younger child, one who really still does get totally caught up in watching nature unfold (waves on a beach, grasses and flowers, spiders etc). The rhythm of the film reminds me of my summers when I was about eight or nine. There is a LANGUOR to the film that is in opposition to what SHOULD be a very tense time in an adolescent life. When you are caught up in a crush on someone - or being the object of bullying at school - you are anything BUT languorous! There are only two moments that truly worked for me in the film...SPOILERS HERE - first when Logan drops the groceries and his mother throws a bit of a fit. The frustrations of an adult dealing with a klutzy kid - especially with no father present - seemed real to me.<br /><br />The second, and ONLY part of the film with any tension to it, were the scenes where ""Leah"" (Logan's re-creation of himself) phones Rodeo and tries to seduce him into phone-sex. The first reason I liked it is because the person who did the voice-over of ""Leah"" was the most convincing actor in the entire film. (It made me think of Claire Danes from My So-Called Life ...the voice even sounded like Claire.) She and Rodeo had the only scenes that seemed totally believable between the kids. And what I especially liked was the fact that Rodeo only pretended to play along... it was perhaps the best moment in the film as - finally! - we got some character development.<br /><br />All in all, a somewhat misplaced effort... we will have to see what he does in his next film before we can really say much about the director's possible talents. In the meantime, if he can get away from van Sant's influence, it might do him a world of good. Who is this director anyhow - one of van Sant's boy toys?",thing like film enough keep seat end keep think maybe next scene thing would gel ala like gu van sant film especially later one probably like personally find van sant film dull pretentious facile well executive producer film no surprise film could almost make although personally actually like well van sant late effort elephant contrary many not think film difficult understand disjoint think film wish portray certain mood mood adolescent move slowly adult world slowly change barely visible feel problem film mood not enough not mood painted mind incorrectly choose story supposedly happen quality closely link nature beautifully capture mood belongs much much young child one really still get totally caught watch nature unfold wave beach grass flower spider etc rhythm film remind summer eight nine languor film opposition tense time adolescent life catch crush someone object bully school anything languorous two moment truly work film spoiler first logan drop grocery mother throw bit fit frustration adult deal klutzy kid especially no father present seem real second part film tension scene leah logan phone rodeo try seduce first reason like person leah convince actor entire film make think claire dane life voice even sound like claire rodeo scene seem totally believable kid especially like fact rodeo pretend play along perhaps best moment film finally get character development somewhat misplace effort see next film really say much director possible talent meantime get away van sant influence might world good director anyhow one van sant boy toy,negative
"Guys and Dolls has to be one of my favorite musical movies ever. It is a very fun movie to watch and nothing more. it embodies what people have forgotten about musicals-musicals were made to entertain, not to to preach. Nowadays we have Rent and Chicago which are great musicals and good movies but they fail to bring us solid entertainment with no strings attached. The only thing that bothered me in the movie was Marlon Brando, the guy can't sing! It was very annoying to listen to him sing and talk when I couldn't understand him. If it weren't for Marlon I would have given this 10 stars. Guys and Dolls provides old-fashioned entertainment that we rarely get these days. Watch it to have a good time!!",guy dolls one favorite musical movie ever fun movie watch nothing embody people forgotten make entertain not preach nowadays rent chicago great musical good movie fail bring u solid entertainment no string attach thing bother movie marlon brando guy ca not sing annoy listen sing talk could not understand not marlon would give star guys doll provide entertainment rarely get day watch good time,positive
"I'm getting a little tired of people misusing God's name to perpetuate their own bigoted view on the world. Well I don't dismiss the idea of Armageddon, or the coming of the anti-Christ, I do dismiss the idea that only certain people who live truly good lives(They seem to be mostly white Christian children) will go to Heaven, while the rest of us must suffer through a millenia of Hell on Earth, just because we weren't good enough. God may be a judge, but I don't think He is going to measure every level of goodness. Give the Creator some credit.",get little tired people misuse god name perpetuate bigoted view world well not dismiss idea armageddon coming dismiss idea certain people live truly good life seem mostly white christian child go heaven rest u must suffer millenia hell earth not good enough god may judge not think go measure every level goodness give creator credit,negative
"One True Thing proves that it's the characters which make a movie. Streep will surely receive an Oscar nomination for her role. A beautiful drama, One True Thing is a prime example of movie-making in the late 1990's - there are still people out there who care about making and watching movies other than the big blockbusters with million dollar special effects. It's no Best Picture or anything... don't be silly. But the amount of emotion that was delivered by both the actors and the writer hit me like a shock-wave. I cried twice in this movie, which says a lot for a 24 year old man.",one true thing prove character make movie streep surely receive oscar nomination role beautiful drama one true thing prime example late still people care make watch movie big blockbuster million dollar special effect no best picture anything not silly amount emotion deliver actor writer hit like cried twice movie say lot year old man,positive
"Don't understand how these animated movies keep coming out, and no matter how good (or bad) it is people love it.<br /><br />I saw this movie with my two kids (5,7). They like pretty much anything animated (like most people who rated this film). The theater was almost full, and I looked forward to seeing the movie with its superb cast. To tell the truth I was bored silly. It was unbelievably predictable and just plain unfunny. There were a couple chuckles throughout the film and that was it. Of course they tried time and time again to get the cheap laugh, but just didn't work. My son almost always says to me that he wants the DVD after we see an animated movie, but not on this one. My daughter fell asleep half way through. Also, the kids thought the character animation looked weird. I haven't heard that from them since seeing The Polar Express, which gave my daughter nightmares.<br /><br />Trust me, I'm not the type who looks for the negative in everything. But quality is quality, and like so many animated movies they throw out there, it has very little.",not understand animate movie keep come no matter good bad people love saw movie two kid like pretty much anything animate like people rat film theater almost full look forward see movie superb cast tell truth bore silly unbelievably predictable plain unfunny couple chuckle throughout film course try time time get cheap laugh not work son almost always say want dvd see animate movie not one daughter fell asleep half way also kid thought character animation look weird not hear since see polar express give daughter nightmare trust not type look negative everything quality quality like many animated movie throw little,negative
"This is actually a groovy-neat little flick, made on absolutely no discernible budget with shot on video crinkliness . It takes a little while to warm up to it. The acting is so bad that it soon acquires a zen-like charm. After a few scenes, you stop noticing the awkward lines or rehearsed sound of some deliveries. The characters all develop a quirky charm, especially ""Richard"". Forget Anthony Hopkins, Maidens is the guy I'd hire to play a raving psychopath. He just seems to enjoy it so very much! Mixed in with the scenes of mad-slasher gore and zombie infestation are some truly visually effective shots of the title character, ""The Midnight Skater"" zooming through the campus in a black hoodie, looking for all the world like a cross between the Grim Reaper and, say, The Silver Surfer. These shots make the sometimes ludicrous things the characters say about the Skater seem almost ominous. The soundtrack features some very fun Garage-Punk tunes and the raspy, raucous meanness of it meshes well with the film's mood. Thumbs upish, I say.",actually little flick make absolutely no discernible budget shot video crinkliness take little warm act bad soon acquire charm scene stop notice awkward line rehearse sound delivery character develop quirky charm especially richard forget anthony hopkins maiden guy hire play rave psychopath seem enjoy much mixed scene gore zombie infestation truly visually effective shot title character midnight skater zoom campus black hoodie look world like cross grim reaper say silver surfer shot make sometimes ludicrous thing character say skater seem almost ominous soundtrack feature fun tune raspy raucous meanness mesh well film mood thumbs upish say,positive
"I remember this film fondly from seeing it in the theatre. I recently found a copy on VHS & it held up to my memory of it. While obviously not a ""big budget"" film, the acting is quite credible & the scenery, locales, & costumes are very well done. I only wish the Mammoths had been in more of the picture, but when you see them, they are also well done (remember, SFX was done in those days without benefit of computers, some poor devil had to actually put all that hair & fake tusks on real elephants!)...the same effect was used on the elephants in ""Quest for Fire"". A better than average adventure film & a chance for the star, Rod Cameron to play something besides a cowboy, which he also did very well over the years.",remember film fondly see theatre recently find copy vhs hold memory obviously not big budget film act quite credible scenery locales costumes well do wish mammoth picture see also well do remember sfx do day without benefit computer poor devil actually put hair fake tusk real elephant effect use elephant quest fire good average adventure film chance star rod cameron play something besides cowboy also well year,positive
"DeNiro is a master...one of my favourites. And I love GOOD sports movies {not into baseball so much, but hey, its sports movies, right?. I was expecting MUCH more for this movie. It seems to start out well: DeNiro is what I expected, Snipes {whom I don't really like} is very good as the spoiled star. Barkin's role, to me, was OK. She's a good actress, but seemed out of place in this role. To me, they always seemed to rush the scenes, and then it drags a bit in places. It just seemed tio me to be so uneven! Considering the cast and the plot, it could have been so much better. I rated it a '4', and I was being generous ~ I'm a tough one with numbers!",deniro master one favourites love good sport movie not baseball much hey sport movie right expect much movie seem start well deniro expect snipe not really like good spoil star barkin role good actress seem place role always seem rush scene drag bit place seem tio uneven consider cast plot could much well rat generous tough one number,negative
"Making a movie about a Comic is hard to do. Making a good movie about a Comic is extremely hard to do. Making a good movie about Asterix & Obelix has been done.<br /><br />This movie shows that the french do know how to make an : a) funny , b) hilarious , c) beautiful , d) superb movie. The acting is no less than superb , the sunny feel to the whole movie is perfect .. A MUST see ! This just has to be the funniest thing to come out since we started the new millenium.. 10/10",make movie comic hard make good movie comic extremely hard make good movie asterix obelix do movie show french know make funny b hilarious c beautiful superb movie act no less superb sunny feel whole movie perfect must see funny thing come since start new millenium,positive
"I agree with most of the other guys. A waste of photons and valuable time.<br /><br />Nearly no joke is worth the paper is was written on. The only highlight from my pov is Olli Dittrich as Pinocchio. (""Egal, ich muss eh Waldsterben"") This reminds of old times with RTL Samstag Nacht. It is hard to describe the performances of the actors, since most of them don't even seem to have a good time during production and just ""do their thing"". Camera is OK, plot is laughable, I think you would be ashamed even if you discuss this with lots of beers.<br /><br />Apart from this I yawned all the time, wondered about how a script like this could even be considered for production and waited for the end.<br /><br />My 9 year old son was pleased, but then he is pleased by so little at this age :-)<br /><br />Anyway, a 1 point rating here nearly is 1 point too much...",agree guy waste photon valuable time nearly no joke worth paper write highlight pov olli dittrich pinocchio egal ich mus eh waldsterben remind old time rtl samstag nacht hard describe performance actor since not even seem good time production thing camera ok plot laughable think would ashamed even discuss lot beer apart yawn time wonder script like could even consider production wait end year old son please pleased little age anyway point rating nearly point much,negative
"The longer this film went on-and it seemed to tediously go on for ever- the more annoyed I became, as quite frankly, what a waste of time sitting through this total nonsense. How on earth do people get to make films like this,or indeed receive finance for such rubbish? Don't be fooled by the relatively high ratings on IMDb as it just proves you can fool some of the people all the time. And in this picture the main players have an obsession with guns, so it is not difficult to work out the way this movie will ultimately unfold. America can never understand that the rest of the world finds it bizarre how society in the USA has such an obscene and fatal 'gun culture'. <br /><br />Anyhow:<br /><br />The lead actor portrays a loser who escapes into a fantasy world of being a cowboy in an Urban sprawl.He comes across a family with two spoiled brat children, a teenage girl and boy; taken care of by a strict single parent father who can barely cope. The cowboy is seduced by the teenage girl or vice-versa, and the impressionable boy is seemingly taken in by the lunacy of the loser.<br /><br />The cowboy spends the whole time in a state of unreality and depression.A total loser who prefers to go to the beach then work for living, and then commits a burglary on his family as he is too lazy to make money legally.<br /><br />Ask yourself:<br /><br />Who wants to watch either a sad failed loser in a fantasy world holding a death wish, or indeed view a poor family who are in effect not much better than white trash?!<br /><br />This film is pointless drivel.<br /><br />It only saves itself from getting the lowest mark possible by some half listen able music:<br /><br />2/10.",long film go seem tediously go annoyed become quite frankly waste time sit total nonsense earth people get make film like indeed receive finance rubbish not fool relatively high rating imdb prove fool people time picture main player obsession gun not difficult work way movie ultimately unfold america never understand rest world find bizarre society usa obscene fatal culture anyhow lead actor portrays loser escape fantasy world cowboy urban come across family two spoil brat child teenage girl boy take care strict single parent father barely cope cowboy seduce teenage girl impressionable boy seemingly take lunacy loser cowboy spend whole time state unreality total loser prefers go beach work live commits burglary family lazy make money legally ask want watch either sad fail loser fantasy world hold death wish indeed view poor family effect not much well white trash film pointless drivel save get low mark possible half listen able music,negative
"Something does not work in this movie. There are absolutely no energies between the actors. In fact, their very acting seems frozen, sometimes amateur. Also, the script is not convincing and not reliable.",something not work movie absolutely no energy actor fact act seem frozen sometimes amateur also script not convince not reliable,negative
"A kind of road movie in old-fashioned trains in the Slowenian late summer province. At the beginning you see someone in underwear sewing trousers from black cloth, and when the same young man in his black trousers leaves the house with two suitcases, you see that the trousers-part is missing on a flag of mourning (appearently his father has died). In the train he meets a young lady, and almost without words, but many small gestures, a wonderful love story begins. It's a somehow surreal, very poetic, and a little bizarre movie, with a lot of strange characters and strange incidents. Beautiful pictures with love for beautiful details.",kind road movie train slowenian late summer province begin see someone underwear sew trouser black cloth young man black trouser leave house two suitcase see miss flag mourn appearently father die train meet young lady almost without word many small gesture wonderful love story begin somehow surreal poetic little bizarre movie lot strange character strange incident beautiful picture love beautiful detail,positive
